ID,COD_PLAN,ANHO,ANHO_SIES,PLAN_NOMBRE,JORNADA_USACH,JORNADA_SIES,ESTADO_JORNADA,LLAVE,SIES,SIES_CAR,LLAVE_SIES,PROGRAMA_SIES,OBSERVACIÓN,COD_PLAN2,COD_CARRERA,Nombre_carrera,REPLICA_COD_SIES,DURACIÓN,DURACION_TOTAL,COD_DEPTO_2,COD_FAC_,depto,FACULTAD_,COD_FAC,FACULTAD,COD_DEPTO_2_CR,nombre_depto_cr,comparacion_cod_depto,ANHO_PLAN
2019-9491,9491,2019,2019-I71S1C624J5V1,DIPLOMADO EN MIGRACIONES. DESAFIOS ACTUALES PARA LA INTEGRACION SOCIOCULTURAL,2,1,NO,94912019,I71S1C624J5V1,I71S1C624J,2019I71S1C624J5V1,"DIPLOMADO EN MIGRACIONES, DESAFIOS ACTUALES PARA LA INTEGRACION SOCIOCULTURAL",SIN OBSERVACIONES,9491,DIPMIG,DIPLOMADO EN MIGRACIONES. DESAFÍOS ACTUALES PARA LA INTEGRACIÓN SOCIOCULTURAL,I71S1C624J5V1,2,1,58,55,DEPARTAMENTO DE HISTORIA,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,58,Departamento de Historia,TRUE,2019-9491
2019-9227,9227,2019,2019-I71S1C689J2V1,DIPLOMADO EN MODELAMIENTO Y ANALISIS DE DATOS,2,2,OK,92272019,I71S1C689J2V1,I71S1C689J,2019I71S1C689J2V1,DIPLOMADO EN MODELAMIENTO Y ANALISIS DE DATOS,0,9227,DIPMAD,DIPLOMADO EN MODELAMIENTO Y ANÁLISIS DE DATOS,I71S1C689J2V1,1,1,51,50,DPTO MATEMÁT Y CS DE LA COMP,FACULTAD DE CIENCIA,50,Facultad de Ciencia,51,Departamento de Matemática y Ciencia de la Computación,TRUE,2019-9227
2019-9890,9890,2019,2019-I71S1C770J3V1,DIPLOMADO IMPLEMENTACION DE UN MODELO DE GESTION DE CALIDAD Y SEGURIDAD EN SALUD,1,3,ERR,98902019,I71S1C770J3V1,I71S1C770J,2020I71S1C770J3V1,DIPLOMADO EN MODELO DE GESTION DE CALIDAD Y SEGURIDAD EN SALUD Y SU CONTRIBUCION A LA ACREDITACION INSTITUCIONAL,0,9890,DIPIMGC,DIPLOMADO IMPLEMENTACIÓN DE UN MODELO DE GESTIÓN DE CALIDAD Y SEGURIDAD EN SALUD,I71S1C770J3V1,1,1,86,83,ESCUELA DE OBSTETRICIA Y PUERI,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,86,Escuela de Obstetricia y Puericultura,TRUE,2019-9890
2019-9892,9892,2019,2019-I71S1C770J3V1,DIPLOMADO EN MODELO DE GESTION DE CALIDAD Y SEGURIDAD EN SALUD Y SU CONTRIBUCION A LA ACREDITACION INSTITUCIONAL,1,3,ERR,98922019,I71S1C770J3V1,I71S1C770J,2020I71S1C770J3V1,DIPLOMADO EN MODELO DE GESTION DE CALIDAD Y SEGURIDAD EN SALUD Y SU CONTRIBUCION A LA ACREDITACION INSTITUCIONAL,0,9892,DIPMGCS,DIPLOMADO EN MODELO DE GESTIÓN DE CALIDAD Y SEGURIDAD EN SALUD Y SU CONTRIBUCIÓN A LA ACREDITACIÓN INSTITUCIONAL,I71S1C770J3V1,1,1,83,83,DECANATO FAC CIENCIAS MÉDICAS,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,83,Facultad de Ciencias Médicas,TRUE,2019-9892
2019-9513,9513,2019,2019-I71S1C626J2V1,DIPLOMADO EN NEUROCIENCIA DEL APRENDIZAJE Y HABILIDADES DEL SIGLO XXI,2,2,OK,95132019,I71S1C626J2V1,I71S1C626J,2018I71S1C626J2V1,DIPLOMADO EN NEUROCIENCIA DEL APRENDIZAJE Y HABILIDADES DEL SIGLO XXI,SOLO INFORMADO EL AÑO 2018,9513,DIPNAH,DIPLOMADO EN NEUROCIENCIA DEL APRENDIZAJE Y HABILIDADES DEL SIGLO XXI,I71S1C626J2V1,2,1,97,95,DEPARTAMENTO DE BIOLOGÍA,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,97,Departamento de Biología,TRUE,2019-9513
2019-9889,9889,2019,2019-I71S1C690J3V1,DIPLOMADO EN NEUROCIENCIAS: EL CEREBRO HUMANO EN SALUD Y ENFERMEDAD,1,3,ERR,98892019,I71S1C690J3V1,I71S1C690J,2019I71S1C690J3V1,DIPLOMADO EN NEUROCIENCIAS: EL CEREBRO HUMANO EN SALUD Y ENFERMEDAD,0,9889,DIPNCSE,DIPLOMADO EN NEUROCIENCIAS: EL CEREBRO HUMANO EN SALUD Y ENFERMEDAD,I71S1C690J3V1,2,1,83,83,DECANATO FAC CIENCIAS MÉDICAS,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,83,Facultad de Ciencias Médicas,TRUE,2019-9889
2019-9678,9678,2019,2019-I71S1C531J2V1,DIPLOMADO EN NORMAS INTERNACIONALES DE CONTABILIDAD PARA EL SECTOR PUBLICO NICSP-CGR,2,2,OK,96782019,I71S1C531J2V1,I71S1C531J,2019I71S1C531J2V1,DIPLOMADO EN NORMAS INTERNACIONALES DE CONTABILIDAD SECTOR PUBLICO NICSP - CGR,0,9678,DIPNICP,DIPLOMADO EN NORMAS INTERNACIONALES DE CONTABILIDAD PARA EL SECTOR PÚBLICO,I71S1C531J2V1,1,1,63,60,DPTO DE CONTAB Y AUDITORÍA,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,63,Departamento de Contabilidad y Auditoría,TRUE,2019-9678
2019-9782,9782,2019,2019-I71S1C815J2V1,DIPLOMADO EN OPERACION DE SISTEMAS ELECTRICOS DE POTENCIA,2,2,OK,97822019,I71S1C815J2V1,I71S1C815J,2021I71S1C815J2V1,DIPLOMADO EN OPERACION DE SISTEMAS ELECTRICOS DE POTENCIA,0,9782,DIPOSEP,DIPLOMADO EN OPERACIÓN DE SISTEMAS ELÉCTRICOS DE POTENCIA,I71S1C815J2V1,1,1,41,40,DPTO DE INGENIERÍA ELÉCTRICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,41,Departamento de Ingeniería Eléctrica,TRUE,2019-9782
2019-9781,9781,2019,2019-I71S1C691J3V1,DIPLOMADO EN MODALIDAD B-LEARNING EN ORDENAMIENTO TERRITORIAL REGIONAL Y COMUNAL,2,3,ERR,97812019,I71S1C691J3V1,I71S1C691J,2019I71S1C691J3V1,DIPLOMADO EN ORDENAMIENTO TERRITORIAL REGIONAL Y COMUNAL,0,9781,DIPOTRC,DIPLOMADO EN MODALIDAD B-LEARNING EN ORDENAMIENTO TERRITORIAL REGIONAL Y COMUNAL,I71S1C691J3V1,1,1,43,40,DPTO DE INGENIERÍA GEOGRÁFICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,43,Departamento de Ingeniería Geoespacial y Ambiental,TRUE,2019-9781
2019-9928,9928,2019,2019-I71S1C485J1V1,"DIPLOMADO EN PATRIMONIO CULTURAL, CIUDADANIA Y DESARROLLO LOCAL",2,1,NO,99282019,I71S1C485J1V1,I71S1C485J,2019I71S1C485J1V1,"DIPLOMADO EN PATRIMONIO CULTURAL, CIUDADANIA Y DESARROLLO LOCAL",INFORMADO EN DIURNO,9928,DIPPCCD,"DIPLOMADO EN PATRIMONIO CULTURAL, CIUDADANÍA Y DESARROLLO LOCAL",I71S1C485J1V1,2,1,8,15,IDEA,VICE-REC ACADÉMICA,55,Facultad de Humanidades,8,Instituto de Estudios Avanzados (IDEA),TRUE,2019-9928
2019-9369,9369,2019,2019-I71S1C439J2V1,DIPLOMADO EN PLANIFICACION Y GESTION TRIBUTARIA,2,2,OK,93692019,I71S1C439J2V1,I71S1C439J,2019I71S1C439J2V1,DIPLOMADO EN PLANIFICACION Y GESTION TRIBUTARIA,SIN OBSERVACIONES,9369,DIPPGT,DIPLOMADO EN PLANIFICACIÓN Y GESTIÓN TRIBUTARIA,I71S1C439J2V1,2,1,63,60,DPTO DE CONTAB Y AUDITORÍA,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,63,Departamento de Contabilidad y Auditoría,TRUE,2019-9369
2019-9695,9695,2019,2019-I71S1C773J3V1,"DIPLOMADO EN PLANIFICACION, GESTION Y GOBERNANZA DE LAS CIUDADES PUERTO",2,3,ERR,96952019,I71S1C773J3V1,I71S1C773J,2020I71S1C773J3V1,"DIPLOMADO EN PLANIFICACION, GESTION Y GOBERNANZA DE LAS CIUDADES PUERTO",0,9695,DIPPGG,"DIPLOMADO EN PLANIFICACIÓN, GESTIÓN Y GOBERNANZA DE LAS CIUDADES PUERTO",I71S1C773J3V1,1,1,64,60,DPTO DE GEST Y POLÍTIC PÚBLIC,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,64,Departamento de Gestión y Políticas Públicas,TRUE,2019-9695
2019-9376,9376,2019,2019-I71S1C296J2V1,DIPLOMADO EN POLITICAS PUBLICAS,2,2,OK,93762019,I71S1C296J2V1,I71S1C296J,2019I71S1C296J2V1,DIPLOMADO EN POLITICAS PUBLICAS,SIN OBSERVACIONES,9376,DIPPPUB,DIPLOMADO EN POLÍTICAS PÚBLICAS,I71S1C296J2V1,2,1,64,60,DPTO DE GEST Y POLÍTIC PÚBLIC,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,64,Departamento de Gestión y Políticas Públicas,TRUE,2019-9376
2019-9334,9334,2019,2019-I71S1C258J2V1,DIPLOMADO EN PRODUCT MANAGEMENT,2,2,OK,93342019,I71S1C258J2V1,I71S1C258J,2019I71S1C258J2V1,DIPLOMADO EN PRODUCT MANAGEMENT,SIN OBSERVACIONES,9334,DIPPM,DIPLOMADO EN PRODUCT MANAGEMENT,I71S1C258J2V1,2,1,61,60,DECAN FACULTAD DE ADM Y ECONOM,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,61,Departamento de Administración,TRUE,2019-9334
2019-9957,9957,2019,2019-I71S1C695J1V1,DIPLOMADO EN PUEBLOS INDIGENAS EN CHILE Y AMERICA LATINA,1,1,OK,99572019,I71S1C695J1V1,I71S1C695J,2019I71S1C695J1V1,DIPLOMADO EN PUEBLOS INDIGENAS EN CHILE Y AMERICA LATINA,0,9957,DIPPIC,DIPLOMADO EN PUEBLOS INDÍGENAS EN CHILE Y AMÉRICA LATINA,I71S1C695J1V1,1,1,8,15,IDEA,VICE-REC ACADÉMICA,55,Facultad de Humanidades,8,Instituto de Estudios Avanzados (IDEA),TRUE,2019-9957
2019-9751,9751,2019,2019-I71S1C536J2V1,DIPLOMADO EN REGULACION Y MERCADO DE LA ENERGIA ELECTRICA,2,2,OK,97512019,I71S1C536J2V1,I71S1C536J,2018I71S1C536J2V1,DIPLOMADO EN REGULACION Y MERCADO DE LA ENERGIA ELECTRICA,INFORMADO EL 2016 EN ADELANTE,9751,DIPRMEE,DIPLOMADO EN REGULACIÓN Y MERCADO DE LA ENERGÍA ELÉCTRICA,I71S1C536J2V1,1,1,41,40,DPTO DE INGENIERÍA ELÉCTRICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,41,Departamento de Ingeniería Eléctrica,TRUE,2019-9751
2019-9775,9775,2019,2019-I71S1C629J2V1,DIPLOMADO EN RIESGO OPERACIONAL Y CONTINUIDAD DEL NEGOCIO EN PROCESOS Y TICS,2,2,OK,97752019,I71S1C629J2V1,I71S1C629J,2019I71S1C629J2V1,DIPLOMADO EN RIESGO OPERACIONAL Y CONTINUIDAD DEL NEGOCIO EN PROCESOS Y TICS,0,9775,DIPROCN,DIPLOMADO EN RIESGO OPERACIONAL Y CONTINUIDAD DEL NEGOCIO EN PROCESOS Y TICS,I71S1C629J2V1,2,1,45,40,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,45,Departamento de Ingeniería Informática,TRUE,2019-9775
2019-9627,9627,2019,2019-I71S1C537J3V1,DIPLOMADO EN SALUD FAMILIAR EN ATENCION PRIMARIA Y GESTION DE PERSONAS,2,3,OK,96272019,I71S1C537J3V1,I71S1C537J,2021I71S1C537J3V1,DIPLOMADO EN SALUD FAMILIAR EN ATENCION PRIMARIA Y GESTION DE PERSONAS,SIN OBSERVACIONES,9627,DIPAPGP,DIPLOMADO EN SALUD FAMILIAR EN ATENCIÓN PRIMARIA Y GESTIÓN DE PERSONAS,I71S1C537J3V1,2,1,67,65,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,67,Departamento de Tecnologias de Gestión,TRUE,2019-9627
2019-9927,9927,2019,2019-I71S1C441J1V1,"DIPLOMADO EN TEORIA, METODOLOGIA Y ENSEÑANZA DE LA HISTORIA RECIENTE",1,1,OK,99272019,I71S1C441J1V1,I71S1C441J,2019I71S1C441J1V1,"DIPLOMADO EN TEORIA, METODOLOGIA Y ENSEÑANZA DE LA HISTORIA RECIENTE",SIN OBSERVACIONES,9927,DIPTMEH,"DIPLOMADO EN TEORÍA, METODOLOGÍA Y ENSEÑANZA DE LA HISTORIA RECIENTE",I71S1C441J1V1,1,1,8,15,IDEA,VICE-REC ACADÉMICA,55,Facultad de Humanidades,8,Instituto de Estudios Avanzados (IDEA),TRUE,2019-9927
2019-9926,9926,2019,2019-I71S1C442J1V1,"DIPLOMADO EN MUSEOS Y MUSEOLOGIA, NUEVOS ENFOQUES PARA LA EDUCACION",2,1,NO,99262019,I71S1C442J1V1,I71S1C442J,2019I71S1C442J1V1,"DIPLOMADO MUSEOS Y MUSEOLOGIA. NUEVOS ENFOQUES PARA LA EDUCACION, EL PENSAMIENTO CRITICO Y LA TRANSFORMACION SOCIAL",INFORMADO EN DIURNO,9926,DIPMME,"DIPLOMADO EN MUSEOS Y MUSEOLOGÍA, NUEVOS ENFOQUES PARA LA EDUCACIÓN",I71S1C442J1V1,1,1,8,15,IDEA,VICE-REC ACADÉMICA,55,Facultad de Humanidades,8,Instituto de Estudios Avanzados (IDEA),TRUE,2019-9926
2019-9215,9215,2019,2019-I71S1C118J1V1,DOCTORADO EN BIOTECNOLOGIA,2,1,NO,92152019,I71S1C118J1V1,I71S1C118J,2019I71S1C118J1V1,DOCTORADO EN BIOTECNOLOGIA,INFORMADO EN JORNADA DIURNA,9215,DOCBIO,DOCTORADO EN BIOTECNOLOGÍA,I71S1C118J1V1,8,8,97,95,DEPARTAMENTO DE BIOLOGÍA,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,97,Departamento de Biología,TRUE,2019-9215
2019-9212,9212,2019,2019-I71S1C8J1V1,"DOCTORADO EN CIENCIAS, MENCION EN FISICA",2,1,NO,92122019,I71S1C8J1V1,I71S1C8J,2019I71S1C8J1V1,DOCTORADO EN CIENCIA CON MENCION EN FISICA,SIN OBSERVACIONES,9212,DOCCSFIS,"DOCTORADO EN CIENCIAS, MENCIÓN EN FÍSICA",I71S1C8J1V1,8,8,52,50,DEPARTAMENTO DE FÍSICA,FACULTAD DE CIENCIA,50,Facultad de Ciencia,52,Departamento de Física,TRUE,2019-9212
2019-9223,9223,2019,2019-I71S1C8J1V1,DOCTORADO EN CIENCIA CON MENCION EN FISICA,2,1,NO,92232019,I71S1C8J1V1,I71S1C8J,2019I71S1C8J1V1,DOCTORADO EN CIENCIA CON MENCION EN FISICA,SIN OBSERVACIONES,9223,DOCCSFIS,"DOCTORADO EN CIENCIAS, MENCIÓN EN FÍSICA",I71S1C8J1V1,8,8,52,50,DEPARTAMENTO DE FÍSICA,FACULTAD DE CIENCIA,50,Facultad de Ciencia,52,Departamento de Física,TRUE,2019-9223
2019-9214,9214,2019,2019-I71S1C115J1V1,"DOCTORADO EN CIENCIAS, MENCION EN MATEMATICA",2,1,NO,92142019,I71S1C115J1V1,I71S1C115J,2019I71S1C115J1V1,DOCTORADO EN CIENCIA CON MENCION EN MATEMATICA,INFORMADO EN JORNADA DIURNA,9214,DOCCSMAT,"DOCTORADO EN CIENCIAS, MENCIÓN EN MATEMÁTICA",I71S1C115J1V1,8,8,51,50,DPTO MATEMÁT Y CS DE LA COMP,FACULTAD DE CIENCIA,50,Facultad de Ciencia,51,Departamento de Matemática y Ciencia de la Computación,TRUE,2019-9214
2019-9602,9602,2019,2019-I71S1C227J1V1,DOCTORADO EN CIENCIA Y TECNOLOGIA DE ALIMENTOS,2,1,NO,96022019,I71S1C227J1V1,I71S1C227J,2019I71S1C227J1V1,DOCTORADO EN CIENCIA Y TECNOLOGIA DE LOS ALIMENTOS,SIN OBSERVACIONES,9602,DOCCSALIM,DOCTORADO EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,I71S1C227J1V1,8,8,65,65,DECANATO FACULTAD TECNOLÓGICA,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,65,Facultad Tecnológica,TRUE,2019-9602
2019-9626,9626,2019,2019-I71S1C227J1V1,DOCTORADO EN CIENCIA Y TECNOLOGIA DE ALIMENTOS,1,1,OK,96262019,I71S1C227J1V1,I71S1C227J,2019I71S1C227J1V1,DOCTORADO EN CIENCIA Y TECNOLOGIA DE LOS ALIMENTOS,SIN OBSERVACIONES,9626,DOCCSALIM,DOCTORADO EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,I71S1C227J1V1,8,8,65,65,DECANATO FACULTAD TECNOLÓGICA,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,65,Facultad Tecnológica,TRUE,2019-9626
2019-9372,9372,2019,2019-I71S1C274J5V1,DOCTORADO EN CIENCIAS DE LA ADMINISTRACION,2,2,OK,93722019,I71S1C274J5V1,I71S1C274J,2019I71S1C274J5V1,DOCTORADO EN CIENCIAS DE LA ADMINISTRACION,SIN OBSERVACIONES,9372,DOCCSADM,DOCTORADO EN CIENCIAS DE LA ADMINISTRACIÓN,I71S1C274J5V1,9,9,60,60,DECAN FACULTAD DE ADM Y ECONOM,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,60,Facultad de Administración y Economía,TRUE,2019-9372
2019-9476,9476,2019,2019-I71S1C275J2V1,"DOCTORADO EN CIENCIAS DE LA EDUCACION, MENCION EDUCACION INTERCULTURAL",2,2,OK,94762019,I71S1C275J2V1,I71S1C275J,2019I71S1C275J2V1,"DOCTORADO EN CIENCIAS DE LA EDUCACION, MENCION EDUCACION INTERCULTURAL",SIN OBSERVACIONES,9476,DOCCSEDUC,"DOCTORADO EN CIENCIAS DE LA EDUCACIÓN, MENCIÓN EDUCACIÓN INTERCULTURAL",I71S1C275J2V1,6,6,59,55,DEPARTAMENTO DE EDUCACIÓN,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,59,Departamento de Educación,TRUE,2019-9476
2019-9111,9111,2019,2019-I71S1C91J1V1,DOCTORADO EN CIENCIAS DE LA INGENIERIA AUTOMATICA,2,1,NO,91112019,I71S1C91J1V1,I71S1C91J,2019I71S1C91J1V1,DOCTORADO EN CIENCIAS DE LA INGENIERIA MENCION EN AUTOMATICA,SE INFORMA DE FORMA DIURNA,9111,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C91J1V1,8,8,41,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,41,Departamento de Ingeniería Eléctrica,TRUE,2019-9111
2019-9769,9769,2019,2019-I71S1C91J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION EN AUTOMATICA",1,1,OK,97692019,I71S1C91J1V1,I71S1C91J,2019I71S1C91J1V1,DOCTORADO EN CIENCIAS DE LA INGENIERIA MENCION EN AUTOMATICA,SIN OBSERVACIONES,9769,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C91J1V1,8,8,41,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,41,Departamento de Ingeniería Eléctrica,TRUE,2019-9769
2019-9109,9109,2019,2019-I71S1C113J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION EN INFORMATICA",2,1,NO,91092019,I71S1C113J1V1,I71S1C113J,2019I71S1C113J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, CON MENCION INFORMATICA",SE INFORMA DE FORMA DIURNA,9109,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C113J1V1,8,8,45,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,45,Departamento de Ingeniería Informática,TRUE,2019-9109
2019-9110,9110,2019,2019-I71S1C114J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION CIENCIA E INGENIERIA DE LOS MATERIALES",2,1,NO,91102019,I71S1C114J1V1,I71S1C114J,2019I71S1C114J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION CIENCIA E INGENIERIA DE LOS MATERIALES",SE INFORMA DE FORMA DIURNA,9110,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C114J1V1,8,8,42,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,42,Departamento de Ingeniería Metalurgica,TRUE,2019-9110
2019-9124,9124,2019,2019-I71S1C131J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION INGENIERIA DE PROCESOS",2,1,NO,91242019,I71S1C131J1V1,I71S1C131J,2019I71S1C131J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION INGENIERIA DE PROCESOS",INFORMADO EN JORNADA DIURNA,9124,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C131J1V1,8,8,40,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,40,Facultad de Ingeniería,TRUE,2019-9124
2019-9186,9186,2019,2019-I71S1C393J1V1,DOCTORADO EN CIENCIAS DE LA INGENIERIA MENCION INGENIERIA INDUSTRIAL,2,1,NO,91862019,I71S1C393J1V1,I71S1C393J,2019I71S1C393J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION INGENIERIA INDUSTRIAL",SIN OBSERVACIONES,9186,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C393J1V1,8,6,46,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,46,Departamento de Ingeniería Industrial,TRUE,2019-9186
2019-9776,9776,2019,2019-I71S1C393J1V1,DOCTORADO EN CIENCIAS DE LA INGENIERIA MENCION INGENIERIA INDUSTRIAL,2,1,NO,97762019,I71S1C393J1V1,I71S1C393J,2019I71S1C393J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION INGENIERIA INDUSTRIAL",SIN OBSERVACIONES,9776,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C393J1V1,8,8,46,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,46,Departamento de Ingeniería Industrial,TRUE,2019-9776
2019-9410,9410,2019,2019-I71S1C9J1V1,DOCTORADO EN ESTUDIOS AMERICANOS,2,2,OK,94102019,I71S1C9J1V1,I71S1C9J,2019I71S1C9J1V1,DOCTORADO EN ESTUDIOS AMERICANOS,TIENE DIFERENCIAS EN LAS JORNADAS EN LAS QUE SE IMPARTE,9410,DOCESTAM,DOCTORADO EN ESTUDIOS AMERICANOS,I71S1C9J1V1,8,8,58,55,DEPARTAMENTO DE HISTORIA,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,58,Departamento de Historia,TRUE,2019-9410
2019-9411,9411,2019,2019-I71S1C9J1V1,DOCTORADO EN ESTUDIOS AMERICANOS,2,2,OK,94112019,I71S1C9J1V1,I71S1C9J,2019I71S1C9J1V1,DOCTORADO EN ESTUDIOS AMERICANOS,TIENE DIFERENCIAS EN LAS JORNADAS EN LAS QUE SE IMPARTE,9411,DOCESTAM,DOCTORADO EN ESTUDIOS AMERICANOS,I71S1C9J1V1,8,8,58,55,DEPARTAMENTO DE HISTORIA,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,58,Departamento de Historia,TRUE,2019-9411
2019-9479,9479,2019,2019-I71S1C443J1V1,DOCTORADO EN HISTORIA,2,1,NO,94792019,I71S1C443J1V1,I71S1C443J,2019I71S1C443J1V1,DOCTORADO EN HISTORIA,SIN OBSERVACIONES,9479,DOCHIST,DOCTORADO EN HISTORIA,I71S1C443J1V1,8,8,58,55,DEPARTAMENTO DE HISTORIA,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,58,Departamento de Historia,TRUE,2019-9479
2019-9213,9213,2019,2019-I71S1C98J1V1,DOCTORADO EN MICROBIOLOGIA,2,1,NO,92132019,I71S1C98J1V1,I71S1C98J,2019I71S1C98J1V1,DOCTORADO EN MICROBIOLOGIA,INFORMADO EN JORNADA DIURNA,9213,DOCMICROBIO,DOCTORADO EN MICROBIOLOGÍA,I71S1C98J1V1,8,8,97,95,DEPARTAMENTO DE BIOLOGÍA,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,97,Departamento de Biología,TRUE,2019-9213
2019-9508,9508,2019,2019-I71S1C281J1V1,DOCTORADO EN NEUROCIENCIA,2,1,NO,95082019,I71S1C281J1V1,I71S1C281J,2019I71S1C281J1V1,DOCTORADO EN NEUROCIENCIA,SIN OBSERVACIONES,9508,DOCNEUROC,DOCTORADO EN NEUROCIENCIA,I71S1C281J1V1,8,8,95,95,DECANATO FAC DE QUÍMIC Y BIOLO,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,95,Facultad de Química y Biología,TRUE,2019-9508
2019-9475,9475,2019,2019-I71S1C276J1V1,DOCTORADO EN PSICOLOGIA,1,1,OK,94752019,I71S1C276J1V1,I71S1C276J,2019I71S1C276J1V1,DOCTORADO EN PSICOLOGIA,SIN OBSERVACIONES,9475,DOCPSIC,DOCTORADO EN PSICOLOGÍA,I71S1C276J1V1,7,6,82,55,ESCUELA DE PSICOLOGÍA,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,82,Escuela de Psicología,TRUE,2019-9475
2019-9205,9205,2019,2019-I71S1C10J1V1,DOCTORADO EN QUIMICA,2,1,NO,92052019,I71S1C10J1V1,I71S1C10J,2019I71S1C10J1V1,DOCTORADO EN QUIMICA,INFORMADO EN JORNADA DIURNA,9205,DOCQUIM,DOCTORADO EN QUÍMICA,I71S1C10J1V1,8,8,98,95,DPTO DE CS DEL AMBIENTE,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,98,Departamento de Ciencias del Ambiente,TRUE,2019-9205
2019-8012,8012,2019,2019-I71S1C11J1V1,ENFERMERIA,1,1,OK,80122019,I71S1C11J1V1,I71S1C11J,2019I71S1C11J1V1,ENFERMERIA,SIN OBSERVACIONES,8012,ENF,ENFERMERÍA,I71S1C11J1V1,10,10,85,83,ESCUELA DE ENFERMERÍA,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,85,Escuela de Enfermería,TRUE,2019-8012
2019-8112,8112,2019,2019-I71S1C11J1V1,ENFERMERIA,1,1,OK,81122019,I71S1C11J1V1,I71S1C11J,2019I71S1C11J1V1,ENFERMERIA,SIN OBSERVACIONES,8112,ENF,ENFERMERÍA,I71S1C11J1V1,10,10,85,83,ESCUELA DE ENFERMERÍA,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,85,Escuela de Enfermería,TRUE,2019-8112
