ID,COD_PLAN,ANHO,ANHO_SIES,PLAN_NOMBRE,JORNADA_USACH,JORNADA_SIES,ESTADO_JORNADA,LLAVE,SIES,SIES_CAR,LLAVE_SIES,PROGRAMA_SIES,OBSERVACIÓN,COD_PLAN2,COD_CARRERA,Nombre_carrera,REPLICA_COD_SIES,DURACIÓN,DURACION_TOTAL,COD_DEPTO_2,COD_FAC_,depto,FACULTAD_,COD_FAC,FACULTAD,COD_DEPTO_2_CR,nombre_depto_cr,comparacion_cod_depto,ANHO_PLAN
2012-1973,1973,2012,2012-I71S1C154J2V1,INGENIERIA CIVIL EN INFORMATICA -PROSECUCION DE ESTUDIOS-,2,2,OK,19732012,I71S1C154J2V1,I71S1C154J,2012I71S1C154J2V1,P/E INGENIERIA CIVIL EN INFORMATICA,SIN OBSERVACIONES,1973,ICINF,INGENIERÍA CIVIL EN INFORMÁTICA,I71S1C154J2V1,6,10,45,40,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,45,Departamento de Ingeniería Informática,TRUE,2012-1973
2012-1994,1994,2012,2012-I71S1C154J2V1,INGENIERIA CIVIL EN INFORMATICA -REGULARIZACION DE TITULO-,2,2,OK,19942012,I71S1C154J2V1,I71S1C154J,2012I71S1C154J2V1,P/E INGENIERIA CIVIL EN INFORMATICA,SIN OBSERVACIONES,1994,ICINF,INGENIERÍA CIVIL EN INFORMÁTICA,I71S1C154J2V1,6,2,45,40,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,45,Departamento de Ingeniería Informática,TRUE,2012-1994
2012-1975,1975,2012,2012-I71S1C121J2V1,INGENIERIA CIVIL EN MECANICA -INGRESO ESPECIAL,2,2,OK,19752012,I71S1C121J2V1,I71S1C121J,2012I71S1C121J2V1,P/E INGENIERIA CIVIL EN MECANICA,SIN OBSERVACIONES,1975,ICMEC,INGENIERÍA CIVIL EN MECÁNICA,I71S1C121J2V1,6,6,44,40,DPTO DE INGENIERÍA MECÁNICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,44,Departamento de Ingeniería Mecánica,TRUE,2012-1975
2012-1776,1776,2012,2012-I71S1C157J2V1,INGENIERIA CIVIL EN METALURGIA (V),2,2,OK,17762012,I71S1C157J2V1,I71S1C157J,2012I71S1C157J2V1,P/E INGENIERIA CIVIL EN METALURGIA,SIN OBSERVACIONES,1776,ICMET,INGENIERÍA CIVIL EN METALURGIA,I71S1C157J2V1,6,6,42,40,DPTO DE INGENIERÍA METALÚRGICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,42,Departamento de Ingeniería Metalurgica,TRUE,2012-1776
2012-1977,1977,2012,2012-I71S1C122J2V1,INGENIERIA CIVIL EN MINAS -INGRESO ESPECIAL-,2,2,OK,19772012,I71S1C122J2V1,I71S1C122J,2012I71S1C122J2V1,P/E INGENIERIA CIVIL EN MINAS,SIN OBSERVACIONES,1977,ICMIN,INGENIERÍA CIVIL EN MINAS,I71S1C122J2V1,6,6,48,40,DPTO DE INGENIERÍA EN MINAS,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,48,Departamento de Ingeniería en Minas,TRUE,2012-1977
2012-1168,1168,2012,2012-I71S1C156J2V2,INGENIERIA CIVIL EN OBRAS CIVILES -PROGRAMA ESPECIAL -,2,2,OK,11682012,I71S1C156J2V2,I71S1C156J,2012I71S1C156J2V2,P/E INGENIERIA CIVIL EN OBRAS CIVILES,SIN OBSERVACIONES,1168,ICOBR,INGENIERÍA CIVIL EN OBRAS CIVILES,I71S1C156J2V2,6,2,49,40,DPTO DE ING. EN OBRAS CIVILES,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,49,Departamento de Ingeniería en Obras Civiles,TRUE,2012-1168
2012-1268,1268,2012,2012-I71S1C156J2V2,INGENIERIA CIVIL EN OBRAS CIVILES (PROSECUCION DE ESTUDIOS),2,2,OK,12682012,I71S1C156J2V2,I71S1C156J,2012I71S1C156J2V2,P/E INGENIERIA CIVIL EN OBRAS CIVILES,SIN OBSERVACIONES,1268,ICOBR,INGENIERÍA CIVIL EN OBRAS CIVILES,I71S1C156J2V2,6,6,49,40,DPTO DE ING. EN OBRAS CIVILES,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,49,Departamento de Ingeniería en Obras Civiles,TRUE,2012-1268
2012-1774,1774,2012,2012-I71S1C120J2V1,INGENIERIA CIVIL INDUSTRIAL (V) ANDINA,2,2,OK,17742012,I71S1C120J2V1,I71S1C120J,2012I71S1C120J2V1,P/E INGENIERIA CIVIL INDUSTRIAL,DEBE SER EL PLAN ESPECIAL PERO NO SE TIENE COMPLETA SEGURIDAD,1774,ICIND,INGENIERÍA CIVIL EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C120J2V1,8,0,46,40,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,46,Departamento de Ingeniería Industrial,TRUE,2012-1774
2012-1974,1974,2012,2012-I71S1C120J2V1,INGENIERIA CIVIL INDUSTRIAL -INGRESO ESPECIAL-,2,2,OK,19742012,I71S1C120J2V1,I71S1C120J,2012I71S1C120J2V1,P/E INGENIERIA CIVIL INDUSTRIAL,SIN OBSERVACIONES,1974,ICIND,INGENIERÍA CIVIL EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C120J2V1,8,8,46,40,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,46,Departamento de Ingeniería Industrial,TRUE,2012-1974
2012-3503,3503,2012,2012-I71S1C133J2V1,INGENIERIA COMERCIAL (V),2,2,OK,35032012,I71S1C133J2V1,I71S1C133J,2012I71S1C133J2V1,P/E INGENIERIA COMERCIAL,SIN OBSERVACIONES,3503,INGCO,INGENIERÍA COMERCIAL,I71S1C133J2V1,5,10,61,60,DEPARTAMENTO DE ADMINISTRACIÓN,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,61,Departamento de Administración,TRUE,2012-3503
2012-3508,3508,2012,2012-I71S1C133J2V1,INGENIERIA COMERCIAL -PROSECUCION DE ESTUDIOS,2,2,OK,35082012,I71S1C133J2V1,I71S1C133J,2012I71S1C133J2V1,P/E INGENIERIA COMERCIAL,SIN OBSERVACIONES,3508,INGCO,INGENIERÍA COMERCIAL,I71S1C133J2V1,5,10,61,60,DEPARTAMENTO DE ADMINISTRACIÓN,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,61,Departamento de Administración,TRUE,2012-3508
2012-3509,3509,2012,2012-I71S1C133J2V1,"INGENIERIA COMERCIAL , MENCION ECONOMIA -PROSECUCION DE ESTUDIOS-",2,2,OK,35092012,I71S1C133J2V1,I71S1C133J,2012I71S1C133J2V1,P/E INGENIERIA COMERCIAL,SIN OBSERVACIONES,3509,INGCO,INGENIERÍA COMERCIAL,I71S1C133J2V1,5,6,62,60,DEPARTAMENTO DE ADMINISTRACIÓN,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,62,Departamento de Economía,TRUE,2012-3509
2012-1898,1898,2012,2012-I71S1C123J2V1,INGENIERIA DE EJECUCION EN AMBIENTE (PROGRAMA ESPECIAL DE TITULACION),2,2,OK,18982012,I71S1C123J2V1,I71S1C123J,2012I71S1C123J2V1,P/E INGENIERIA DE EJECUCION EN AMBIENTE,SIN OBSERVACIONES,1898,IEAMB,INGENIERÍA DE EJECUCIÓN EN AMBIENTE,I71S1C123J2V1,8,3,43,40,DPTO DE INGENIERÍA GEOGRÁFICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,43,Departamento de Ingeniería Geoespacial y Ambiental,TRUE,2012-1898
2012-1998,1998,2012,2012-I71S1C123J2V1,INGENIERIA DE EJECUCION EN AMBIENTE -INGRESO ESPECIAL-,2,2,OK,19982012,I71S1C123J2V1,I71S1C123J,2012I71S1C123J2V1,P/E INGENIERIA DE EJECUCION EN AMBIENTE,SIN OBSERVACIONES,1998,IEAMB,INGENIERÍA DE EJECUCIÓN EN AMBIENTE,I71S1C123J2V1,8,6,43,40,DPTO DE INGENIERÍA GEOGRÁFICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,43,Departamento de Ingeniería Geoespacial y Ambiental,TRUE,2012-1998
2012-1983,1983,2012,2012-I71S1C124J2V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA -INGRESO ESPECIAL-,2,2,OK,19832012,I71S1C124J2V1,I71S1C124J,2012I71S1C124J2V1,P/E INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,SIN OBSERVACIONES,1983,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C124J2V1,8,8,45,40,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,45,Departamento de Ingeniería Informática,TRUE,2012-1983
2012-1993,1993,2012,2012-I71S1C124J2V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA -REGULARIZACION DE TITULO-,2,2,OK,19932012,I71S1C124J2V1,I71S1C124J,2012I71S1C124J2V1,P/E INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,SIN OBSERVACIONES,1993,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C124J2V1,8,2,45,40,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,45,Departamento de Ingeniería Informática,TRUE,2012-1993
2012-1781,1781,2012,2012-I71S1C125J2V1,"INGENIERIA DE EJECUCION EN ELECTRICIDAD (V) -ELECTRICIDAD/TELECOMUNICACIONES, SISTEMAS ELECTRICOS, AUTOMATIZACION INDUSTRIAL",2,2,OK,17812012,I71S1C125J2V1,I71S1C125J,2012I71S1C125J2V1,P/E INGENIERIA DE EJECUCION EN ELECTRICIDAD,SIN OBSERVACIONES,1781,IEELEC,INGENIERÍA DE EJECUCIÓN EN ELECTRICIDAD,I71S1C125J2V1,6,6,41,40,DPTO DE INGENIERÍA ELÉCTRICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,41,Departamento de Ingeniería Eléctrica,TRUE,2012-1781
2012-1791,1791,2012,2012-I71S1C125J2V1,INGENIERIA DE EJECUCION EN ELECTRICIDAD -REGULARIZACION DE TITULO-,2,2,OK,17912012,I71S1C125J2V1,I71S1C125J,2012I71S1C125J2V1,P/E INGENIERIA DE EJECUCION EN ELECTRICIDAD,SIN OBSERVACIONES,1791,IEELEC,INGENIERÍA DE EJECUCIÓN EN ELECTRICIDAD,I71S1C125J2V1,6,2,41,40,DPTO DE INGENIERÍA ELÉCTRICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,41,Departamento de Ingeniería Eléctrica,TRUE,2012-1791
2012-1978,1978,2012,2012-I71S1C125J2V1,INGENIERIA DE EJECUCION EN ELECTRICIDAD (V) AUTOMATIZACION INDUSTRIAL,2,2,OK,19782012,I71S1C125J2V1,I71S1C125J,2012I71S1C125J2V1,P/E INGENIERIA DE EJECUCION EN ELECTRICIDAD,SIN OBSERVACIONES,1978,IEELEC,INGENIERÍA DE EJECUCIÓN EN ELECTRICIDAD,I71S1C125J2V1,6,6,41,40,DPTO DE INGENIERÍA ELÉCTRICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,41,Departamento de Ingeniería Eléctrica,TRUE,2012-1978
2012-1980,1980,2012,2012-I71S1C125J2V1,INGENIERIA DE EJECUCION EN ELECTRICIDAD (V) ELECTRICIDAD Y TELECOMUNICACIONES CTC,2,2,OK,19802012,I71S1C125J2V1,I71S1C125J,2012I71S1C125J2V1,P/E INGENIERIA DE EJECUCION EN ELECTRICIDAD,SIN OBSERVACIONES,1980,IEELEC,INGENIERÍA DE EJECUCIÓN EN ELECTRICIDAD,I71S1C125J2V1,6,0,41,40,DPTO DE INGENIERÍA ELÉCTRICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,41,Departamento de Ingeniería Eléctrica,TRUE,2012-1980
2012-1981,1981,2012,2012-I71S1C125J2V1,INGENIERIA DE EJECUCION EN ELECTRICIDAD (V) -MENCION ELECTRONICA Y TELECOMUNICACIONES-,2,2,OK,19812012,I71S1C125J2V1,I71S1C125J,2012I71S1C125J2V1,P/E INGENIERIA DE EJECUCION EN ELECTRICIDAD,SIN OBSERVACIONES,1981,IEELEC,INGENIERÍA DE EJECUCIÓN EN ELECTRICIDAD,I71S1C125J2V1,6,8,41,40,DPTO DE INGENIERÍA ELÉCTRICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,41,Departamento de Ingeniería Eléctrica,TRUE,2012-1981
2012-1882,1882,2012,2012-I71S1C126J2V1,INGENIERIA DE EJECUCION EN GEOMENSURA (PROGRAMA ESPECIAL DE TITULACION),2,2,OK,18822012,I71S1C126J2V1,I71S1C126J,2012I71S1C126J2V1,P/E INGENIERIA DE EJECUCION EN GEOMENSURA,SIN OBSERVACIONES,1882,IEGEOM,INGENIERÍA DE EJECUCIÓN EN GEOMENSURA,I71S1C126J2V1,6,2,43,40,DPTO DE INGENIERÍA GEOGRÁFICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,43,Departamento de Ingeniería Geoespacial y Ambiental,TRUE,2012-1882
2012-1982,1982,2012,2012-I71S1C126J2V1,INGENIERIA DE EJECUCION EN GEOMENSURA -INGRESO ESPECIAL-,2,2,OK,19822012,I71S1C126J2V1,I71S1C126J,2012I71S1C126J2V1,P/E INGENIERIA DE EJECUCION EN GEOMENSURA,SIN OBSERVACIONES,1982,IEGEOM,INGENIERÍA DE EJECUCIÓN EN GEOMENSURA,I71S1C126J2V1,6,6,43,40,DPTO DE INGENIERÍA GEOGRÁFICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,43,Departamento de Ingeniería Geoespacial y Ambiental,TRUE,2012-1982
2012-1984,1984,2012,2012-I71S1C127J2V1,INGENIERIA DE EJECUCION INDUSTRIAL -INGRESO ESPECIAL-,2,2,OK,19842012,I71S1C127J2V1,I71S1C127J,2012I71S1C127J2V1,P/E INGENIERIA DE EJECUCION EN INDUSTRIA,SIN OBSERVACIONES,1984,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C127J2V1,7,7,46,40,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,46,Departamento de Ingeniería Industrial,TRUE,2012-1984
2012-1985,1985,2012,2012-I71S1C128J2V1,INGENIERIA DE EJECUCION EN MECANICA -INGRESO ESPECIAL-,2,2,OK,19852012,I71S1C128J2V1,I71S1C128J,2012I71S1C128J2V1,P/E INGENIERIA DE EJECUCION EN MECANICA,SIN OBSERVACIONES,1985,IEMEC,INGENIERÍA DE EJECUCIÓN EN MECÁNICA,I71S1C128J2V1,6,8,44,40,DPTO DE INGENIERÍA MECÁNICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,44,Departamento de Ingeniería Mecánica,TRUE,2012-1985
2012-1889,1889,2012,2012-I71S1C201J2V1,INGENIERIA DE EJECUCION EN QUIMICA -PROSECUCION DE ESTUDIOS-,2,2,OK,18892012,I71S1C201J2V1,I71S1C201J,2012I71S1C201J2V1,P/E INGENIERIA DE EJECUCION EN QUIMICA,SIN OBSERVACIONES,1889,IEQUIM,INGENIERÍA DE EJECUCIÓN EN QUÍMICA,I71S1C201J2V1,8,6,47,40,DPTO DE INGENIERÍA QUÍMICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,47,Departamento de Ingeniería Química y Bioprocesos,TRUE,2012-1889
2012-1989,1989,2012,2012-I71S1C201J2V1,INGENIERIA DE EJECUCION EN QUIMICA -PROGRAMA DE REGULARIZACION-,2,2,OK,19892012,I71S1C201J2V1,I71S1C201J,2012I71S1C201J2V1,P/E INGENIERIA DE EJECUCION EN QUIMICA,SIN OBSERVACIONES,1989,IEQUIM,INGENIERÍA DE EJECUCIÓN EN QUÍMICA,I71S1C201J2V1,8,4,47,40,DPTO DE INGENIERÍA QUÍMICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,47,Departamento de Ingeniería Química y Bioprocesos,TRUE,2012-1989
2012-7305,7305,2012,2012-I71S1C205J1V1,LICENCIATURA EN ORGANIZACION Y GESTION TECNOLOGICA,2,2,OK,73052012,I71S1C205J1V1,I71S1C205J,2012I71S1C205J1V1,P/E LICENCIATURA EN ORGANIZACION Y GESTION TECNOLOGICA,"ESTE AÑO NO FUE INFORMADA ESTA CARRERA, PERO EL CÓDIGO SIES CORRESPONDE",7305,LOG,LICENCIATURA EN ORGANIZACIÓN Y GESTIÓN TECNOLÓGICA,I71S1C205J1V1,3,3,67,65,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,67,Departamento de Tecnologias de Gestión,TRUE,2012-7305
2012-6536,6536,2012,2012-I71S1C129J2V1,LICENCIATURA EN EDUCACION EN INGLES (V) -PROSECUCION DE ESTUDIOS Y REGULARIZACION,2,2,OK,65362012,I71S1C129J2V1,I71S1C129J,2012I71S1C129J2V1,P/E PEDAGOGIA EN INGLES,INFORMADA COMO PEDAGOGÍA,6536,LEI,LICENCIATURA EN EDUCACIÓN EN INGLÉS,I71S1C129J2V1,7,5,56,55,DPTO.LINGÜÍSTICA Y LITERATURA,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,56,Departamento de Lingüística y Literatura,TRUE,2012-6536
2012-4501,4501,2012,2012-I71S1C130J2V1,LICENCIATURA EN EDUCACION MATEMATICA Y COMPUTACION -PROGRAMA ESPECIAL-,2,2,OK,45012012,I71S1C130J2V1,I71S1C130J,2012I71S1C130J2V1,P/E PEDAGOGIA EN MATEMATICA Y COMPUTACION,EL PROGRAMA ESTE AÑO FUE INFORMADO CON OTRO NOMBRE,4501,LEM,LICENCIATURA EN EDUCACIÓN MATEMÁTICA Y COMPUTACIÓN,I71S1C130J2V1,6,2,51,50,DPTO MATEMÁT Y CS DE LA COMP,FACULTAD DE CIENCIA,50,Facultad de Ciencia,51,Departamento de Matemática y Ciencia de la Computación,TRUE,2012-4501
2012-9825,9825,2012,2012-I71S1C130J2V1,"DIPLOMADO INTERNACIONAL DE ENTRENAMIENTO DEPORTIVO, ESPECIALIDAD EN PREPARACION FISICA",2,2,SI,98252012,I71S1C130J2V1,I71S1C130J,2012I71S1C130J2V1,P/E PEDAGOGIA EN MATEMATICA Y COMPUTACION,SE INFORMA EN DIURNO,9825,DIPIEDF,"DIPLOMADO INTERNACIONAL DE ENTRENAMIENTO DEPORTIVO, ESPECIALIDAD EN PREPARACIÓN FÍSICA",I71S1C130J2V1,6,1,83,83,DECANATO FAC CIENCIAS MÉDICAS,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,83,Facultad de Ciencias Médicas,TRUE,2012-9825
2012-4150,4150,2012,2012-I71S1C138J2V1,"PLAN ESPECIAL DE REGULARIZACION PARA PROFESORES DE QUIMICA, BIOLOGIA Y CIENCIAS NATURALES",2,2,OK,41502012,I71S1C138J2V1,I71S1C138J,2012I71S1C138J2V1,P/E PEDAGOGIA EN QUIMICA Y BIOLOGIA,EL PROGRAMA ESTE AÑO FUE INFORMADO CON OTRO NOMBRE,4150,PEP,"PLAN ESPECIAL DE REGULARIZACIÓN PARA PROFESORES DE QUÍMICA, BIOLOGÍA Y CIENCIAS NATURALES",I71S1C138J2V1,4,4,95,95,DECANATO FAC DE QUÍMIC Y BIOLO,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,95,Facultad de Química y Biología,TRUE,2012-4150
2012-5102,5102,2012,2012-I71S1C137J2V1,PERIODISMO (V) -PROSECUCION DE ESTUDIOS,2,2,OK,51022012,I71S1C137J2V1,I71S1C137J,2012I71S1C137J2V1,P/E PERIODISMO,SIN OBSERVACIONES,5102,PER,PERIODISMO,I71S1C137J2V1,6,6,71,55,ESCUELA DE PERIODISMO,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,71,Escuela de Periodismo,TRUE,2012-5102
2012-5105,5105,2012,2012-I71S1C137J2V1,PERIODISMO (V) -REGULARIZACION DE ESTUDIOS,2,2,OK,51052012,I71S1C137J2V1,I71S1C137J,2012I71S1C137J2V1,P/E PERIODISMO,SIN OBSERVACIONES,5105,PER,PERIODISMO,I71S1C137J2V1,6,6,71,55,ESCUELA DE PERIODISMO,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,71,Escuela de Periodismo,TRUE,2012-5105
2012-6962,6962,2012,2012-I71S1C140J2V1,PUBLICIDAD (V) -PROSECUCION DE ESTUDIOS-,2,2,OK,69622012,I71S1C140J2V1,I71S1C140J,2012I71S1C140J2V1,P/E PUBLICIDAD,SIN OBSERVACIONES,6962,PUB,PUBLICIDAD,I71S1C140J2V1,6,6,116,65,DEPTO DE PUBLICIDAD E IMAGEN,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,116,Departamento de Publicidad e Imagen,TRUE,2012-6962
2012-9810,9810,2012,2012-I71S1C176J2V1,TECNICO EN PREVENCION Y REHABILITACION DE PERSONAS CON DEPENDENCIA A DROGAS,2,2,OK,98102012,I71S1C176J2V1,I71S1C176J,2012I71S1C176J2V1,P/E TECNICO EN PREVENCION Y REHABILITACION DE PERSONAS CON DEPENDENCIA A DROGAS,SIN OBSERVACIONES,9810,TRD,TÉCNICO EN PREVENCIÓN Y REHABILITACIÓN DE PERSONAS CON DEPENDENCIA A DROGAS,I71S1C176J2V1,4,4,83,83,DECANATO FAC CIENCIAS MÉDICAS,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,83,Facultad de Ciencias Médicas,TRUE,2012-9810
2012-7086,7086,2012,2012-I71S1C271J2V1,TECNOLOGO EN CONSTRUCCIONES (V) -INGRESO ESPECIAL-,2,2,OK,70862012,I71S1C271J2V1,I71S1C271J,2012I71S1C271J2V1,P/E TECNOLOGO EN CONSTRUCCIONES,SIN OBSERVACIONES,7086,TEC,TECNOLOGÍA EN CONSTRUCCIONES,I71S1C271J2V1,6,6,68,65,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,68,Departamento de Tecnologías Industriales,TRUE,2012-7086
2012-6331,6331,2012,2012-I71S1C40J1V1,PEDAGOGIA EN CASTELLANO / LICENCIATURA EN EDUCACION EN CASTELLANO,1,1,OK,63312012,I71S1C40J1V1,I71S1C40J,2012I71S1C40J1V1,PEDAGOGIA EN CASTELLANO,INFORMADO SIN LICENCIIATURA,6331,PEDCAST,PEDAGOGÍA EN CASTELLANO,I71S1C40J1V1,10,10,56,55,DPTO.LINGÜÍSTICA Y LITERATURA,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,56,Departamento de Lingüística y Literatura,TRUE,2012-6331
2012-6986,6986,2012,2012-I71S1C40J1V1,PEDAGOGIA EN CASTELLANO,1,1,OK,69862012,I71S1C40J1V1,I71S1C40J,2012I71S1C40J1V1,PEDAGOGIA EN CASTELLANO,SIN OBSERVACIONES,6986,PEDCAST,PEDAGOGÍA EN CASTELLANO,I71S1C40J1V1,10,8,56,55,DPTO.LINGÜÍSTICA Y LITERATURA,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,56,Departamento de Lingüística y Literatura,TRUE,2012-6986
2012-8014,8014,2012,2012-I71S1C395J1V1,PEDAGOGIA EN EDUCACION FISICA / LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FISICA,1,1,OK,80142012,I71S1C395J1V1,I71S1C395J,2012I71S1C395J1V1,PEDAGOGIA EN EDUCACION FISICA,ESTE AÑO FUE INFORMADO CON ESTE NOMBRE,8014,PEDEDFIS,PEDAGOGÍA EN EDUCACIÓN FÍSICA,I71S1C395J1V1,10,10,84,83,ESCUELA DE MEDICINA,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,84,Escuela de Medicina,TRUE,2012-8014
2012-6443,6443,2012,2012-I71S1C146J1V1,PEDAGOGIA EN EDUCACION GENERAL BASICA,1,1,OK,64432012,I71S1C146J1V1,I71S1C146J,2012I71S1C146J1V1,PEDAGOGIA EN EDUCACION GENERAL BASICA,SIN OBSERVACIONES,6443,PEDEGB,PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA,I71S1C146J1V1,9,9,59,55,DEPARTAMENTO DE EDUCACIÓN,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,59,Departamento de Educación,TRUE,2012-6443
2012-6328,6328,2012,2012-I71S1C45J1V1,LICENCIATURA EN EDUCACION EN FILOSOFIA,1,1,OK,63282012,I71S1C45J1V1,I71S1C45J,2012I71S1C45J1V1,PEDAGOGIA EN FILOSOFIA,INFORMADO COMO PEDAGOGÍA,6328,LEF,LICENCIATURA EN EDUCACIÓN EN FILOSOFÍA,I71S1C45J1V1,10,10,57,55,DEPARTAMENTO DE FILOSOFÍA,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,57,Departamento de Filosofía,TRUE,2012-6328
2012-6428,6428,2012,2012-I71S1C45J1V1,PEDAGOGIA EN FILOSOFIA / LICENCIATURA EN EDUCACION EN FILOSOFIA,1,1,OK,64282012,I71S1C45J1V1,I71S1C45J,2012I71S1C45J1V1,PEDAGOGIA EN FILOSOFIA,INFORMADA SIN LICENCIATURA,6428,PEDFILOS,PEDAGOGÍA EN FILOSOFÍA,I71S1C45J1V1,10,10,57,55,DEPARTAMENTO DE FILOSOFÍA,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,57,Departamento de Filosofía,TRUE,2012-6428
2012-4251,4251,2012,2012-I71S1C41J1V1,PEDAGOGIA EN FISICA Y MATEMATICA / LICENCIATURA EN EDUCACION DE FISICA Y MATEMATICA,1,1,OK,42512012,I71S1C41J1V1,I71S1C41J,2012I71S1C41J1V1,PEDAGOGIA EN FISICA Y MATEMATICA,SOLO APARECE COMO PEDAGOGÍA,4251,PEDFISMAT,PEDAGOGÍA EN FÍSICA Y MATEMÁTICA,I71S1C41J1V1,9,9,52,50,DEPARTAMENTO DE FÍSICA,FACULTAD DE CIENCIA,50,Facultad de Ciencia,52,Departamento de Física,TRUE,2012-4251
2012-4797,4797,2012,2012-I71S1C41J1V1,LICENCIATURA EN EDUCACION DE FISICA Y MATEMATICA -PROGRAMA ESPECIAL-,2,1,NO,47972012,I71S1C41J1V1,I71S1C41J,2012I71S1C41J1V1,PEDAGOGIA EN FISICA Y MATEMATICA,SIN OBSERVACIONES,4797,LFM,LICENCIATURA EN EDUCACIÓN EN FÍSICA Y MATEMÁTICA,I71S1C41J1V1,9,2,52,50,DEPARTAMENTO DE FÍSICA,FACULTAD DE CIENCIA,50,Facultad de Ciencia,52,Departamento de Física,TRUE,2012-4797
2012-6997,6997,2012,2012-I71S1C41J1V1,LICENCIATURA EN EDUCACION DE FISICA Y MATEMATICA,1,1,OK,69972012,I71S1C41J1V1,I71S1C41J,2012I71S1C41J1V1,PEDAGOGIA EN FISICA Y MATEMATICA,SE INFORMA COMO PEDAOGÍA,6997,LFM,LICENCIATURA EN EDUCACIÓN EN FÍSICA Y MATEMÁTICA,I71S1C41J1V1,9,9,52,50,DEPARTAMENTO DE FÍSICA,FACULTAD DE CIENCIA,50,Facultad de Ciencia,52,Departamento de Física,TRUE,2012-6997
